"gender","ethnicity","birth","grade","star","read","math","lunch","school","degree","ladder","experience","tethnicity","system","schoolid","id"
"female","cauc",1979.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"251"
"female","cauc",1979.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"252"
"female","cauc",1979.75,"kindergarten","small",445,459,"free","rural","specialist","level1",10,"cauc",3,3,"253"
"female","cauc",1980.25,"kindergarten","regular+aide",445,468,"non-free","suburban","master","level1",14,"cauc",12,36,"254"
"female","cauc",1979.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"255"
"female","cauc",1980.25,"kindergarten","regular+aide",402,468,"free","rural","master","level1",9,"cauc",3,3,"256"
"female","afam",1980,"kindergarten","regular+aide",NA,NA,"free","inner-city","bachelor","level1",6,"afam",11,26,"257"
"female","cauc",1980.5,"kindergarten","regular+aide",414,484,"non-free","rural","master","level1",12,"cauc",41,79,"258"
"female","cauc",1979.75,"kindergarten","regular",421,478,"non-free","suburban","bachelor",NA,3,"cauc",18,43,"259"
"male","afam",1979.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"260"
"female","afam",1980,"kindergarten","small",408,449,"free","inner-city","bachelor","level1",6,"afam",11,19,"261"
"male","afam",1979,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"262"
"female","cauc",1980.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"263"
"male","cauc",1980.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"264"
"female","cauc",1980.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"265"
"male","afam",1978.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"266"
"female","afam",1980,"kindergarten","regular+aide",393,454,"free","inner-city","bachelor","apprentice",1,"cauc",11,19,"267"
"male","afam",1980,"kindergarten","small",398,429,"free","inner-city","bachelor","level1",6,"afam",11,19,"268"
"male","cauc",1980.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"269"
"female","cauc",1979.75,"kindergarten","small",450,513,"non-free","urban","bachelor","apprentice",1,"cauc",27,60,"270"
"female","cauc",1979.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"271"
"female","cauc",1978.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"272"
"female","cauc",1979.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"273"
"male","cauc",1980.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"274"
"male","afam",1979.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"275"
"female","cauc",1980.75,"kindergarten","regular+aide",445,468,"non-free","urban","master","level1",8,"cauc",26,59,"276"
"male","cauc",1980.25,"kindergarten","regular",424,500,"free","suburban","master+","level1",13,"cauc",22,51,"277"
"female","afam",1980.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"278"
"female","cauc",1980.25,"kindergarten","regular+aide",467,500,"non-free","rural","bachelor","level1",10,"cauc",34,68,"279"
"female","afam",1980,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"280"
"male","cauc",1980,"kindergarten","small",400,459,"non-free","rural","master","level1",13,"cauc",6,8,"281"
"female","cauc",1980.25,"kindergarten","small",434,513,"free","rural","master","level1",9,"cauc",9,12,"282"
"female","cauc",1980.5,"kindergarten","small",NA,NA,"free","urban","master","level1",13,"cauc",13,37,"283"
"female","cauc",1980,"kindergarten","regular+aide",390,418,"free","rural","master","level1",5,"cauc",15,39,"284"
"female","cauc",1980.5,"kindergarten","regular+aide",416,473,"non-free","rural","master","level1",13,"cauc",40,76,"285"
"male","afam",1979.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"286"
"male","cauc",1980.5,"kindergarten","small",NA,NA,"non-free","rural","bachelor","level1",19,"cauc",31,64,"287"
"female","cauc",1980,"kindergarten","regular",425,449,"free","rural","bachelor","level1",8,"cauc",3,3,"288"
"male","afam",1980.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"289"
"female","afam",1980,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"290"
"male","afam",1979.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"291"
"male",NA,NA,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"292"
"female","cauc",1979,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"293"
"female","afam",1979.75,"kindergarten","regular",470,463,"free","inner-city","bachelor",NA,6,"afam",11,27,"294"
"female","cauc",1980,"kindergarten","regular",472,459,"free","rural","master","level2",11,"cauc",8,11,"295"
"female","afam",1980,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"296"
"male","cauc",1979.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"297"
"male","cauc",1980,"kindergarten","regular",428,528,"non-free","rural","bachelor","level1",8,"cauc",3,3,"298"
"male","cauc",1979.5,"kindergarten","small",436,459,NA,"rural","bachelor","level1",19,NA,31,64,"299"
"female","afam",1980.5,"kindergarten","regular+aide",470,489,"free","inner-city","bachelor","level1",20,"afam",11,27,"300"
"male","cauc",1979.75,"kindergarten","regular",439,559,"free","rural","bachelor","level1",8,"cauc",36,72,"301"
"female","afam",1980.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"302"
"female","cauc",1980,"kindergarten","regular+aide",430,494,"non-free","rural","master","level1",5,"cauc",12,34,"303"
"female","cauc",1979.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"304"
"male","afam",1979.75,"kindergarten","regular+aide",467,506,"non-free","rural","master","level1",9,"cauc",3,3,"305"
"male","cauc",1979.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"306"
"female","cauc",1980.25,"kindergarten","regular+aide",440,468,"non-free","urban",NA,NA,NA,NA,20,48,"307"
"male","cauc",1979.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"308"
"female","cauc",1979.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"309"
"female","cauc",1980,"kindergarten","regular+aide",470,536,"free","rural","master","level1",10,"cauc",36,72,"310"
"female","afam",1980,"kindergarten","regular",434,494,"free","suburban","bachelor",NA,18,"afam",11,25,"311"
"male","afam",1980,"kindergarten","regular+aide",434,484,"non-free","suburban","master","level1",10,"cauc",11,24,"312"
"male","afam",1980.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"313"
"male","afam",1979.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"314"
"male","cauc",1980.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"315"
"male","cauc",1980.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"316"
"male","afam",1980.5,"kindergarten","small",397,412,"free","inner-city","bachelor",NA,3,"cauc",18,45,"317"
"male","cauc",1979.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"318"
"male","cauc",1980.25,"kindergarten","small",445,559,"non-free","rural","bachelor","level1",12,"cauc",21,50,"319"
"female","cauc",1980,"kindergarten","regular+aide",421,506,"non-free","suburban","bachelor","level1",3,"cauc",25,58,"320"
"male","afam",1979.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"321"
"female","afam",1980.5,"kindergarten","small",408,489,"free","inner-city","bachelor","level1",5,"cauc",11,29,"322"
"male","cauc",1980,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"323"
"male","cauc",1979.75,"kindergarten","regular+aide",565,547,"non-free","rural","bachelor","level1",9,"cauc",21,49,"324"
"male","cauc",1980.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"325"
"female","cauc",1980.5,"kindergarten","small",428,500,"non-free","rural","master","level1",6,"cauc",29,62,"326"
"male","afam",1980.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"327"
"male","cauc",1979.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"328"
"female","cauc",1980.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"329"
"female","afam",1980.5,"kindergarten","regular+aide",390,473,"non-free","suburban","bachelor",NA,12,"afam",11,20,"330"
"female","cauc",1979.5,"kindergarten","regular",405,434,"free","rural","master","level1",8,"afam",32,66,"331"
"female","cauc",1980.5,"kindergarten","small",447,489,"non-free","suburban","bachelor","level1",10,"cauc",18,42,"332"
"male","cauc",1979.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"333"
"male","cauc",1979.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"334"
"male","afam",1979,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"335"
"male","cauc",1978,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"336"
"female","cauc",1980.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"337"
"male","cauc",1979.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"338"
"male","afam",1980.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"339"
"male","afam",1980,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"340"
"male","cauc",1980.25,"kindergarten","small",407,444,"free","rural","master+","level1",8,"cauc",41,78,"341"
"female","afam",1980.5,"kindergarten","regular+aide",414,418,"free","inner-city","master","level1",22,"cauc",11,33,"342"
"male","cauc",1980,"kindergarten","regular",434,489,"non-free","rural","bachelor","level1",2,"cauc",40,76,"343"
"female","afam",1980,"kindergarten","regular",456,576,"free","inner-city","bachelor","level1",11,"cauc",11,22,"344"
"male","cauc",1978.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"345"
"male","afam",1980,"kindergarten","regular",418,463,"free","inner-city","bachelor","probation",0,"afam",11,27,"346"
"female","cauc",1980,"kindergarten","regular",433,473,"free","suburban","bachelor","probation",14,"cauc",18,42,"347"
"female","cauc",1980.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"348"
"male","cauc",1978,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"349"
"female","afam",1980.25,"kindergarten","regular+aide",465,489,"free","inner-city","bachelor","level1",20,"afam",11,27,"350"
"male","afam",1980.5,"kindergarten","regular+aide",434,459,"free","suburban","bachelor","apprentice",1,"afam",11,20,"351"
"male","afam",1978.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"352"
"male","cauc",1979.75,"kindergarten","regular",427,520,"non-free","urban","bachelor","probation",0,"cauc",26,59,"353"
"male","cauc",1979.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"354"
"male","afam",1980,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"355"
"female","afam",1980,"kindergarten","regular+aide",437,484,"free","inner-city","bachelor","level1",7,"cauc",11,22,"356"
"female","afam",1979.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"357"
"male","cauc",1979.75,"kindergarten","small",503,513,"non-free","rural","bachelor","level1",7,"cauc",30,63,"358"
"male","afam",1979.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"359"
"male","afam",1979.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"360"
"male","cauc",1978.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"361"
"female","afam",1980.25,"kindergarten","small",NA,NA,"free","inner-city","master","level1",10,"afam",11,18,"362"
"male","afam",1979.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"363"
"male","afam",1979.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"364"
"male","afam",1980.5,"kindergarten","regular",442,468,"free","inner-city","master","level1",7,"cauc",11,28,"365"
"male","afam",1979.25,"kindergarten","regular+aide",414,478,"free","suburban","master","level1",15,"afam",11,21,"366"
"male","afam",1980.5,"kindergarten","regular+aide",421,418,"non-free","suburban","bachelor","level1",7,"cauc",22,54,"367"
"female","afam",1980.25,"kindergarten","regular",421,513,"free","inner-city","bachelor","probation",0,"cauc",11,31,"368"
"female","cauc",1980.25,"kindergarten","small",431,506,"non-free","rural","bachelor","level1",21,"cauc",24,56,"369"
"male","afam",1979.75,"kindergarten","regular",450,576,"free","inner-city","bachelor","probation",0,"cauc",11,31,"370"
"female","afam",1980.5,"kindergarten","regular+aide",425,459,"non-free","urban","master","level1",12,"cauc",7,10,"371"
"male","cauc",1979.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"372"
"male","cauc",1979,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"373"
"male","cauc",1979.75,"kindergarten","small",428,520,"free","rural","master","level1",12,"cauc",42,80,"374"
"female","cauc",1980,"kindergarten","regular+aide",456,576,"free","rural","master","level1",20,"cauc",3,3,"375"
"male","afam",1980.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"376"
"male","cauc",1980,"kindergarten","regular+aide",605,559,"non-free","rural","master","level1",5,"cauc",12,34,"377"
"female","afam",1980.5,"kindergarten","regular+aide",416,412,"free","inner-city","master","level1",10,"afam",11,28,"378"
"male","cauc",1980.5,"kindergarten","regular+aide",395,489,"free","rural","master","level1",11,"cauc",39,75,"379"
"male","afam",1977.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"380"
"female","afam",1980.25,"kindergarten","regular",467,528,"free","inner-city","bachelor","level1",12,"afam",11,27,"381"
"male","afam",1980.5,"kindergarten","regular",NA,NA,"non-free","suburban","bachelor","apprentice",1,"cauc",11,23,"382"
"male","afam",1980.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"383"
"male","cauc",1979.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"384"
"male","afam",1980.25,"kindergarten","regular+aide",390,444,"free","inner-city","bachelor","level1",9,"cauc",22,53,"385"
"male","asian",1980.25,"kindergarten","regular",413,454,"non-free","suburban","bachelor","level1",0,"cauc",11,17,"386"
"male","cauc",1979,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"387"
"female","afam",1980,"kindergarten","regular+aide",440,500,"non-free","suburban","bachelor","apprentice",1,"afam",11,20,"388"
"male","cauc",1980.25,"kindergarten","small",410,444,"non-free","rural","bachelor","apprentice",1,"cauc",24,57,"389"
"male","cauc",1979.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"390"
"female","cauc",1979.75,"kindergarten","regular+aide",445,478,"free","rural","master","level1",9,"cauc",31,65,"391"
"male","cauc",1979.75,"kindergarten","small",453,536,"non-free","suburban","bachelor","level1",5,"cauc",25,58,"392"
"male","cauc",1980.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"393"
"female","afam",1979.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"394"
"male",NA,NA,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"395"
"female","cauc",1980,"kindergarten","regular+aide",480,528,NA,"rural","bachelor","level1",15,NA,19,47,"396"
"female","afam",1979.75,"kindergarten","small",483,513,"free","suburban","bachelor","level1",3,"cauc",18,44,"397"
"female","afam",1980.5,"kindergarten","regular+aide",407,478,"non-free","suburban","bachelor","level1",8,"afam",11,17,"398"
"male","cauc",1979,"kindergarten","regular",NA,NA,"non-free","suburban","bachelor","level1",12,"cauc",18,46,"399"
"female","afam",1980,"kindergarten","small",411,468,"free","inner-city","bachelor","apprentice",1,"cauc",11,26,"400"
"male","cauc",1980,"kindergarten","regular",397,463,"free","rural","bachelor","apprentice",2,"cauc",24,57,"401"
"female","cauc",1978.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"402"
"female","cauc",1978.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"403"
"male","cauc",1980,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"404"
"male","asian",1980.25,"kindergarten","regular+aide",455,547,"non-free","suburban","bachelor","level1",17,"cauc",18,43,"405"
"male","afam",1978.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"406"
"female","cauc",1980.5,"kindergarten","regular+aide",413,484,"non-free","rural","master","level1",13,"cauc",23,55,"407"
"female","cauc",1979,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408"
"female","cauc",1980.25,"kindergarten","regular+aide",407,468,"free","inner-city","bachelor","level1",9,"cauc",22,53,"409"
"male","cauc",1980,"kindergarten","regular+aide",402,468,"non-free","rural","bachelor","level1",8,"cauc",4,5,"410"
"female","afam",1980.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"411"
"female","cauc",1980.25,"kindergarten","regular+aide",424,449,"free","urban","bachelor","level1",13,"cauc",20,48,"412"
"female","cauc",1980,"kindergarten","regular+aide",440,489,"free","rural","master","level1",9,"cauc",31,65,"413"
"male","cauc",1979.75,"kindergarten","regular",421,478,"free","rural","bachelor","level1",10,"cauc",30,63,"414"
"female","cauc",1980.5,"kindergarten","regular",554,559,"non-free","suburban","bachelor","probation",14,"cauc",18,42,"415"
"female","afam",1979.75,"kindergarten","regular+aide",439,484,"free","suburban","master","level1",10,"cauc",11,24,"416"
"male","afam",1979.75,"kindergarten","regular",411,449,"free","inner-city","bachelor",NA,2,"cauc",11,32,"417"
"female","cauc",1979.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"418"
"female","cauc",1980.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"419"
"male","cauc",1978.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"420"
"male","afam",1979.75,"kindergarten","small",425,454,"non-free","inner-city","bachelor","apprentice",1,"cauc",11,26,"421"
"male","afam",1980,"kindergarten","regular+aide",427,478,"non-free","suburban","bachelor","level1",7,"cauc",22,54,"422"
"female","afam",1979.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"423"
"male","cauc",1980.5,"kindergarten","regular+aide",439,454,"non-free","rural","bachelor",NA,9,"cauc",1,1,"424"
"male","cauc",1980.25,"kindergarten","small",458,484,"non-free","rural","bachelor","level1",4,"cauc",5,7,"425"
"male","afam",1980.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"426"
"male","cauc",1980,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"427"
"female","cauc",1980.5,"kindergarten","regular+aide",430,484,"non-free","rural","bachelor","level1",9,"cauc",21,49,"428"
"male","afam",1979,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"429"
"male","afam",1980.5,"kindergarten","regular",408,454,"free","inner-city","master","level1",11,"afam",11,15,"430"
"female","afam",1980,"kindergarten","small",407,429,"free","urban","bachelor","probation",1,"cauc",13,37,"431"
"male","cauc",1979.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"432"
"male","cauc",1980.5,"kindergarten","regular",433,513,"free","rural","bachelor","probation",0,"cauc",33,67,"433"
"male","cauc",1979.75,"kindergarten","regular",436,473,"free","rural","bachelor","probation",0,"cauc",5,7,"434"
"male","cauc",1979.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"435"
"female","afam",1979.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"436"
"female","hispanic",1979.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"437"
"female","afam",1979.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"438"
"female","afam",1979.75,"kindergarten","small",418,423,"non-free","rural","bachelor","apprentice",3,"cauc",24,56,"439"
"male","afam",1980.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"440"
"female","afam",1979.75,"kindergarten","regular",443,463,"free","inner-city","master","level1",15,"afam",11,26,"441"
"female","afam",1980.25,"kindergarten","small",403,478,"free","suburban","bachelor","level1",3,"cauc",18,44,"442"
"male","afam",1979.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"443"
"female","cauc",1980.25,"kindergarten","regular",419,459,"non-free","rural","master","level1",13,"cauc",23,55,"444"
"male","cauc",1979.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"445"
"female","cauc",1980,"kindergarten","regular+aide",408,459,"free","rural","master","level1",10,"cauc",36,72,"446"
"male","cauc",1979.5,"kindergarten","small",NA,NA,"free","rural","master","level1",6,"cauc",29,62,"447"
"female","afam",1980.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"448"
"male","afam",1980.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"449"
"male","afam",1980,"kindergarten","regular",433,478,"non-free","inner-city","master","probation",3,"afam",22,53,"450"
"male","cauc",1980.5,"kindergarten","regular+aide",411,423,"non-free","rural","bachelor","level1",3,"cauc",32,66,"451"
"male","afam",1979.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"452"
"male","cauc",1980.25,"kindergarten","regular",NA,NA,"non-free","rural","bachelor","level2",10,"cauc",34,68,"453"
"male","afam",1979.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"454"
"male","cauc",1979.75,"kindergarten","regular",503,559,"non-free","rural","bachelor","level1",10,"cauc",30,63,"455"
"male","afam",1978.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"456"
"female","cauc",1980.25,"kindergarten","regular",463,449,"free","rural","master","level2",11,"cauc",8,11,"457"
"male","afam",1979.25,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"458"
"female","cauc",1980.5,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"459"
"female","cauc",1980,"kindergarten","regular+aide",388,463,"non-free","suburban","bachelor","apprentice",3,"cauc",18,42,"460"
"male","cauc",1980.5,"kindergarten","regular+aide",414,449,"non-free","rural","master","level1",5,"cauc",12,34,"461"
"female","afam",1979.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"462"
"male","cauc",1978.75,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"463"
"male","cauc",1980.5,"kindergarten","regular+aide",390,459,"non-free","rural","master","level1",11,"cauc",39,75,"464"
"male","cauc",1979,"kindergarten","small",413,454,"free","urban","master","level1",12,"cauc",2,2,"465"
"female","cauc",1980,"kindergarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"466"
"male","cauc",1980.5,"kindergarten","regular+aide",470,494,"free","suburban","master","level1",14,"cauc",12,36,"467"
